timestamp,text,industry
2025-01-02 11:58:50+00:00,"Is it just me who's feeling the good solar vibes today??

https://t.co/iukMedVMjj https://t.co/EKmVX6oVKl",Energy
2025-01-02 12:24:52+00:00,"START YOUR 2025 THE RIGHT WAY, START IT WITH @reya_xyz 

No need to pay gas fees to trade. Reya's fees are predictible with rUSD. That means stability and no ""fees jumps"" because no ETH needed to pay. 

Reya provides the ability to use conditional orders, which allow traders to set stops, take profit orders, and limit orders. These tools operate at an impressive speed that is close to the level of CEXes. Thanks to this, traders can react quickly to market changes, minimizing risks and optimizing profits, even in conditions of high volatility. So you don't need to gipnotize charts and sit 24/7 looking at your screen.

Join REYA now - https://t.co/P978wYor3L",Energy
2025-01-02 13:32:37+00:00,"🇷🇺 gas transit through 🇺🇦 made up 5% of 🇪🇺 imports in 2024 and is now over. But this was expected, unlike the shutdown of Nordstream in summer 2022 (15% of imports then). Gas prices are up on an annual basis and at the highest level in two years, but far below the 2022 spike. https://t.co/5zX9ehJp7S",Energy
2025-01-02 13:36:06+00:00,"#OIL making 3 month highs, oh my! https://t.co/fuzUOIou2y",Energy
2025-01-02 14:20:21+00:00,"Another bullish sign in energy, like the last one found by @Namzes_G

Small Speculators are short Natural Gas for the first time since Nov 2001, just as Natural Gas is breaking out.

Nov 2001: Natural Gas bottomed and rallied +200% over the next 1.5 years. Oil gained +95% https://t.co/xuiIVwuXii",Energy
2025-01-02 14:29:50+00:00,"Sanctioning shadow tankers may curb Putin's fleet, but real impact requires targeting buyers, refiners exceeding price caps, and banks enabling the trade.

That means sanctioning China, India and Turkey.

https://t.co/WplZJUebHt
#energy #OOTT #oilandgas #WTI #CrudeOil #fintwit #OPEC #Commodities #commoditiesmarket",Energy
2025-01-02 14:58:06+00:00,"This cost breakdown compares my old combi gas boiler with our new heat pump.  Please excuse the 1990s-style graphics. 

With smart tariffs like Intelligent @OctopusEnergy Go, alongside battery storage, our heat pump costs less than half our old combi boiler did to heat our home https://t.co/BDEiZEPz3A",Energy
2025-01-02 15:10:56+00:00,"Rev your engines fam 🏎️

Here’s what’s up for grabs in our trading comp with @basedlambow:

💸 $250 in $LAMBOW
💸 25 Silver Tier Memberships

How to join?

1️⃣ Download Ethos
2️⃣ Sign up with “LAMBOW”
3️⃣ Trade $LAMBOW

Bonus: No gas fees. Just pure trading focus.

The race is on 🏁 https://t.co/Ou4dQQ2JEN",Energy
2025-01-02 15:30:02+00:00,"Late PM volatility in TSLA, followed by a clean sell off, after the open.

Great trade to start the year with!

@BearBullTraders https://t.co/UywXDEvRDQ",Energy
2025-01-02 15:30:12+00:00,"View: Facing Trump tariffs, BC must approve the PRGT gas pipeline (which will feed the Nisga’a Nation’s #KsiLisimsLNG project): https://t.co/4CRQMxO55d @WSOnlineNews #bcpoli #fnpoli #cdnpoli https://t.co/2yWTgYm3Sv",Energy
2025-01-02 15:38:50+00:00,Is the Trump-Musk alliance doomed like the Hitler-Stalin pact to shatter after a truncated shelf life? On Trump’s  chopping block is the $7500 electric vehicle tax credit which enriches Musk and trade sanctions against China where more than 50% of Teslas are made. Bet on divorce.,Energy
2025-01-02 16:13:01+00:00,"A new report from @ENERGY makes one thing clear– LNG exports pose serious danger to our lives and environment. Join us in demanding that @POTUS #StopLNG. 
https://t.co/6oZko4Gxy4",Energy
2025-01-02 16:15:22+00:00,"$2.7B in 24hr 👀

gas fees are critical during periods of high trade volume

as transaction activity surges, the ability to optimize gas usage becomes not just important — but essential for maintaining network stability and reducing costs for users

gas is the backbone of blockchain commerce. + gas efficiency doesn’t just save money; it drives adoption and unlock the true potential of decentralized systems at scale",Energy
2025-01-02 16:17:04+00:00,"Crude oil reaching highest level since Oct on renewed optimism about demand following China's President Xi comments &amp; smaller US supplies. Prices rise past Aug POC now testing Jul trendline. Jul POC sitting at 73.96, corn finding support in crude's strength in early trade. https://t.co/gZUBhSe94c",Energy
2025-01-02 16:18:06+00:00,"Tesla missed its delivery numbers. How important is this?

For the first time since its inception, Tesla delivered less vehicles than the year before. And while it is certainly notable, it is also important to consider that Tesla doesn't trade like a car company and certainly isn't valued as one. 

My take: The miss by about 10k from the whisper number and 20k to achieve Y/Y growth may lead to a short downward pressure after Tesla's remarkable run in Q4, but it doesn't change the thesis of the company and what its investors are in it for. 

1. Autonomy and FSD
2. AI, Robotics and Humanoid Robotics 
3. Energy Capture and innovation 

Trading at around 5x higher (forward PE) than its Mag 7 cohort and 8-12x higher than its automotive peers. Tesla is a car company that isn't a car company. And this will likely lead to bigger swings with exponentially more upside. 

If you want safer exposure to AI or Tech then I see the likes of Google, NVIDIA, Microsoft, Meta, Amazon, and Apple as a safer play. But I don't think Tesla investors are in it for safe. They are in it for the big wins. Always have been. So, today's number means a little, but not much. 

The real question is whether Elon can achieve the vision of autonomy, and humanoid robots? Its investors clearly believe it can. And I tend to not bet against Musk. Maybe his timelines, but not the ultimate outcome. 

Great to start off the year joining Varney & Co on @FoxBusiness to discuss Tesla, big tech and more. 

$TSLA $NVDA $GOOGL",Energy
2025-01-02 16:18:36+00:00,"⚡⚠️🇺🇸🇷🇺 Europe has gone from relying entirely on cheap Russian gas to relying entirely on expensive US LNG…

US foreign policy: More arms sales to Ukraine = more LNG exports. https://t.co/DQswzWKejG",Energy
2025-01-02 16:24:39+00:00,"It may feel like Monday, but it is in fact TREE TRADE IDEAS THURSDAY!

Join us at 11am CST @tastyliveshow for a look at our best and worst trades in 2024, with some new trades in $TSLA, $XLE, and $MSFT:

https://t.co/eULhoOR9N4",Energy
2025-01-02 16:31:04+00:00,"China plans to restrict exports of certain technology used to make battery components and process lithium and gallium, according to a draft revised technology list that is subject to export bans or restrictions.",Energy
2025-01-02 16:42:00+00:00,"Russian gas exports via Ukraine came to a halt on New Year's Day, after Kyiv refused to renew a transit deal hailing it as ""Russia's biggest defeat."" But some EU countries are scrambling to meet their energy needs. https://t.co/U0xdKgcV3y",Energy
2025-01-02 16:43:26+00:00,The Argentina Economic Normalization trade is an underappreciated strategy going into 2025.  What is a hidden benefactor of this?  Golar $GLNG.  Actively working to open up the shale gas boom to overseas markets.  #lnginvestor,Energy
2025-01-02 17:28:28+00:00,"First annoying tweet of the year from me:

Cancel culture died when rich democrats realized how much of a shit head Elon is, yet they didn’t trade in their Tesla. They learned to separate art from artist.",Energy
2025-01-02 17:33:10+00:00,"Per @EIAgov: For the week ending 12/27, #ethanol production crept higher and stocks sprang 2%. Implied gasoline demand plummeted 9% and ethanol usage slid 7%. Export volumes decreased, and no imports occurred. https://t.co/NHzWXXN2VZ",Energy
2025-01-02 17:43:26+00:00,Iran’s Gas Exports Surge Despite Unmet Domestic Demand https://t.co/xTDRT2yVBV https://t.co/2ZAgUg9uAi,Energy
2025-01-02 17:57:10+00:00,"Help please!!  Traded in my old Plaid on 12/22 and @Tesla @tesla_na has still not paid off my trade with my prior bank. Any idea who can help me?  My emails go unanswered and I am paying for two cars now, including one I no longer own. @SawyerMerritt @WholeMarsBlog @EvasTeslaSPlaid @elonmusk",Energy
2025-01-02 18:10:29+00:00,China plans to tighten export restrictions on certain technology used to make battery components and the processing of two crucial metals amid rising trade tensions globally https://t.co/Wys38kQ2f3,Energy
2025-01-02 18:23:38+00:00,"⚡️ Slovakia may cut aid to Ukrainian refugees over Russian gas transit halt, PM Fico says.

The announcement follows Robert Fico's earlier threats to cut off electricity exports to Ukraine.

https://t.co/LSnFWzatw0",Energy
2025-01-02 18:27:58+00:00,"New gas business rules 

Energy stakeholders concerns over proposed regulations 
LPG trade to require respective licenses
 
Categories include import, export, storage, refill 
Stakeholders say proposed regulations could hike prices

#CitizenTonight
@TrevorOmbija https://t.co/OU4tadQnGU",Energy
2025-01-02 19:00:21+00:00,"Carbon markets must link economic growth with climate action, enabling least developed countries to mobilize funds for renewable energy and sustainable development.

@UNCTAD outlines a roadmap to make these markets work for their development. https://t.co/x6ybeoVr5x https://t.co/l6GzK6QSWM",Energy
2025-01-02 19:45:01+00:00,"How much olive oil did the #Romans consume? 🫒

By focusing on the amphora production centre of Hispania Baetica (🇪🇸), Dr González Tobar was able to measure fluctuations in the Roman economy just by tracking olive oil exports!

🔗 from 2023 🆓 https://t.co/fXrszNSiPh https://t.co/7ippgXaU4t",Energy
2025-01-02 20:05:25+00:00,"South Africa does not block agricultural products from the broader Africa.

They can sell the stuff here if they can provide competitive prices and comply with the standards.

SA imports US$6 billion of agric products yearly -- mainly rice, wheat, poultry, palm oil and WHISKEY. https://t.co/uMOVK1SpVC",Energy
2025-01-02 20:21:21+00:00,Lord guide me through the risk I'm about to take at $TSLA $360 https://t.co/6tsJdX8ZEM,Energy
2025-01-02 20:22:07+00:00,"Despite being the largest #tortoise in Asia, Asian Giant Tortoises are #extinct in #Singapore 😿 and critically #endangered in #Indonesia 🇮🇩 #Malaysia 🇲🇾 #Thailand 🇹🇭 due to #palmoil #deforestation and the #pet trade. #BoycottPalmOil #Boycott4Wildlife https://t.co/3QMPTanvsX https://t.co/YHD4kx94oD",Energy
2025-01-02 21:11:09+00:00,"Just finished a couple of interviews with  local media. 

Did you know that once the carbon tax  is dumped and the Loonie reflect more O&amp;G exports under a new govt, #gasprices and #dieselprices will fall 20-30 cents a litre😁

Imagine paying $1.20 a litre or less in Ontario 🤔",Energy
2025-01-02 21:30:13+00:00,"The Canada Energy Regulator @CER_REC is updating its regulatory framework for exports and imports of oil, gas, and electricity. A public-comment period is open until Jan. 28: https://t.co/U428Qq3Dkp https://t.co/SfiNvW1adY",Energy
2025-01-02 23:22:20+00:00,"Gas industry lobbyists saying they need to frack/ drill so Australians have more gas are lying.

80% of Australia’s gas is exported. If they drill more gas, it just means they can export more gas. 

The only way to stop gas shortages and keep prices down is to curtail exports. https://t.co/tF6Wcla4kP",Energy
2025-01-02 23:46:17+00:00,"Remember when the @FBI found the 9/11 hijackers passport in the World Trade Center rubble, after they told us that all four,  6,500 lbs. titanium jet engines with a melting point of 3,034•F got incinerated because the heat was so hot? Look what they found inside the Tesla. The same Tesla that had a bomb detonate inside and the man’s body was so charred it was unrecognizable. The brilliant minds at the FBI have recovered the terrorist passport from inside the Tesla.",Energy
2025-01-03 09:36:53+00:00,"Yesterday #wind produced 36.0% of GB electricity, more than gas 25.7%, nuclear 15.7%, imports 13.6%, biomass 6.0%, solar 2.6%, hydro 0.3%,  *excl. non-renewable distributed generation https://t.co/IGLWLT2eck",Energy
2025-01-03 10:50:42+00:00,"7th Edition of RENEWABLE ENERGY EXPO 2025, held from 13th, 14th &amp; 15th February 2025  at 📍 Chennai Trade Centre, Nandambakkam, Chennai, India. Book your space here https://t.co/cDmxlwNE7I https://t.co/Lf8ixQZG1T",Energy
2025-01-03 12:06:15+00:00,"🇷🇺🇪🇺 #Russia becomes second-largest #gas exporter to the EU in 2024

🇺🇸 Russia increased gas exports to the European Union to 54.45 billion cubic meters in 2024, which allowed the country to overtake the United States, a Sputnik analysis of Bruegel data showed. https://t.co/jqdRDOmZz9",Energy
2025-01-03 12:18:30+00:00,Even with a 💯 tariff TSLA is going to get smoked here…,Energy
2025-01-03 13:35:00+00:00,"🔄 Trading without ETH for gas? Yes, it's possible!

With Kromatika's gasless swaps, you can trade without holding $ETH for gas fees. Simply pay the fees from your output tokens - just like on CEX.

Example: Swap USDC → KROM, pay fees in KROM.

Simple. Efficient. Kromatika.",Energy
2025-01-03 14:00:07+00:00,Revised weather outlooks that erased several heating degree days from bitterly cold forecasts winded February natural gas futures in early Friday trade while the market awaited the latest storage data for evidence of the cold. https://t.co/aZjZDYlFbo,Energy
2025-01-03 14:03:12+00:00,"U.S. LNG exports reached near record levels in December, rising to 8.5 million metric tonnes. 69% of the superchilled fuel went to Europe. 🇺🇸🌍🇪🇺 https://t.co/DhYPyiebKc",Energy
2025-01-03 14:11:41+00:00,"This 👎🏻 “exports to markets in Europe and elsewhere from its Shanghai gigafactory were down 24%” and That 👍🏻 “Canaccord Genuity analyst George Gianarikas, who raised his price target on Tesla stock by $106 to $404 a share” $TSLA
https://t.co/oxzP9SJHJL",Energy
2025-01-03 14:30:11+00:00,"Have you thought about becoming a cabbie? 

Well, a new @BMJCaseReports report suggests that there's a reduced Alzheimer's risk for drivers in the trade when compared to other professions – with frequent spatial processing and ongoing navigational tasks as part of the job offering some form of protection against the condition!

Find out more through this article from @Taxi_Point: https://t.co/ma5BfXKdtI

See how you can become a cabbie here: https://t.co/RDv0KIQpwt",Energy
2025-01-03 15:16:34+00:00,"Taiwan maintains solar FITs to support PV deployment: Taiwan’s Ministry of Economic Affairs (MoEA) says its feed-in tariff (FIT) for PV systems up to 10 kW in size will be maintained at TWD 5.7055 ($0.17)/kWh,… https://t.co/EQIaomW6Lr #RenewableEnergy #Photovoltaic #Technology https://t.co/bdjluoBQoj",Energy
2025-01-03 15:40:19+00:00,"Daan Struyven, head of oil research at Goldman Sachs, says the firm likes gold as a hedge against the risks to the US economic outlook from tariffs and sovereign debt sustainability issues https://t.co/7T2DSB3r5n https://t.co/q9haCfwzq5",Energy
2025-01-03 15:40:28+00:00,"China still plays a central role in the Tesla world. 

• China share of Tesla 2024 global sales: 37%

• China share of Tesla 2024 global production: 51% 

Significant: Tesla exports from China declined in 2024, a sign that Tesla is gradually de-risking, too. 

Full story in the reply.",Energy
2025-01-03 16:30:15+00:00,"Canadian #propane and LPG  exports to Asia are expected to grow in 2025, as natural-gas producers ramp up drilling ahead of #LNGCanada’s start up: https://t.co/XJvyGvts3b https://t.co/3KX48dfJKf",Energy
2025-01-03 16:40:44+00:00,"Wait. Slow down. Start from the beginning. First the earth cooled. And then the dinosaurs came, but they got too big and fat, so they all died and they turned into oil. Okay, now talk about tariffs.",Energy
2025-01-03 16:48:43+00:00,"It should not be forgotten that in the same presser where Riley called out Jimmy , he called out the most trade rumored, maligned by fans, member of the Heat in Herro. Herro answered that with the best year of his career, that's what I (incorrectly) thought would happen w/Butler.",Energy
2025-01-03 17:00:12+00:00,"Slovakia remains committed to maintaining its energy support for Ukraine

Despite Slovak PM Robert Fico’s threats to cut electricity exports to Ukraine over halted Russian gas transit, the country will continue its energy flow to Kyiv 
https://t.co/gQGY1WLBw0",Energy
2025-01-03 17:04:53+00:00,"Reuters- Venezuela's oil exports rose 10.5% to some 772,000 bpd last year despite political instability and changes to the US sanctions regime on the country, as PDVSA's partners took more cargoes under Washington-granted licenses https://t.co/yzLglLqm6d https://t.co/ZUAfjhWk24",Energy
2025-01-03 17:32:22+00:00,"Trade Recap Of The Day: $QQQ 517c 01/03 @.64 for a gain of 143% 

Why did I take this trade?

- First of all, my bias from the open was bullish as $NVDA was absolutely rocketing right at open. $TSLA also saw some nice strength, as some other large caps did too. 

- My second, and main reasoning for entering the trade was the beautiful bounce from the premarket low ($513.54). As you can see on the chart below, right before my entry, there was a huge red candle which test below this level and bounced right back up. 

- After that red candle formed, I waited for the retest and bounce to confirm my upside bias, and when we retested (see the candle on my entry in the chart below), I entered the play.

- My main target was the $516.60 level, as this was a major level we kept rejecting since yesterday (also see the circles on my chart below).

This was a brief explanation of why I entered this trade!

Like ❤️and Comment if I should do more of these 👇",Energy
2025-01-03 17:41:37+00:00,"""US gas producers have long prepared for the ramp up in LNG feedgas demand, which is starting and picking up pace in 2025, but what is also true is that data center- and AI-related demand is coming at the same time,"" says CGEP researcher @ira_joseph.
https://t.co/nYvhix4gS8",Energy
2025-01-03 17:57:00+00:00,$TSLA 400c  0dte  is a good lotto trade IMO https://t.co/AVOZUpzOgn,Energy
2025-01-03 18:25:44+00:00,"Ok the most logical trade I have come up with for Butler, if the Heat have to move him:

To Miami:  Wiggins, Cam Johnson
To Brooklyn: Kuminga, Payton II, Looney
To Golden State: Butler

@JMP1063 @Sedano @ZaslowShow @PatelESPN @GregSylvander @BGeltzNBA",Energy
2025-01-03 18:34:34+00:00,"Regarding the B pivot clip in OIL at 74.15 guess what popped up here. Massive Dark Pool in $OIL futures right at our B pivot which we had this pivot since late October of last year to get clipped. Finally clipped. 

Institutions trade where The Best Traders Community Trade!!! View video below. Beautiful trade beautiful gains. 🎯 To The Tick®️ how we like them.",Energy
2025-01-03 19:27:57+00:00,#BREAKING: KRG PM Masrour Barzani and US Assistant Secretary for Energy Resources Geoffrey Pyatt spoke on the phone about resuming Kurdistan Region's oil exports - KRG statement https://t.co/psUAL8J7kR,Energy
2025-01-03 19:30:15+00:00,"World #LNG News 
• BP starts moving gas from offshore West Africa, for LNG exports:  https://t.co/lauKHJE95j
• Oman seeks talks  for latest LNG project: https://t.co/F26ktt7KGP
• LNG the cheapest way for ships to comply with Europe’s carbon rules: https://t.co/5pOGvQHEH3 https://t.co/Z4udAI3XJD",Energy
2025-01-03 19:30:22+00:00,"Oilpatch wary as Ottawa, provinces threaten energy exports in retaliation over Trump tariffs https://t.co/WYAGzzi0hF https://t.co/nb2vRK9ccs",Energy
2025-01-03 19:40:14+00:00,"As the U.S. and the world are in urgent need of energy, Venezuela’s oil exports rose by 10.5% in 2024.

Despite our country’s political turmoil, Venezuela’s exports to the U.S. rose by 64%. 

Venezuela’s total oil production increased by 17%.",Energy
2025-01-03 19:48:35+00:00,"On this episode of DeepTech315, @dougclinton and I discuss $TSLA's recent delivery numbers, explore the political alignments of tech executives like Elon Musk and Mark Zuckerberg, and explore the AI trade and its potential to drive market growth in the coming years. https://t.co/BIzMeuhtpa",Energy
