timestamp,industry,cleaned_text
2025-01-01 16:00:02+00:00,Energy,"i asked patrick de haan if the 25% tariffs proposed by president-elect trump could have an impact on fuel prices in this year. but de haan and his colleagues say tariffs may not happen — on oil, at least — because of the ""huge potential ramifications."""
2025-01-01 16:17:35+00:00,Energy,ukraine’s zelensky calls for europe to buy more us lng to replace russian gas trump previously demanded that the eu boost american oil and gas purchases to reduce the trade deficit zelensky looks to be appealing to trump on this
2025-01-01 17:00:06+00:00,Energy,"during spice trade days, sailing ships in far east ports used to start their voyages back to near east with ideal wind of halha & stop for more than 2 months in male’(an entrepôt) at the heart of world ancient economy indianocean with deepest network of sailing route maldives"
2025-01-01 17:52:00+00:00,Energy,"did you know? satellite data is changing the way people trade goods because it gives them real-time information about oil storage, crops, and supply chains. learn more in our geoawesome article: geoawesome satellitedata commoditytrading remotesensing"
2025-01-01 18:00:00+00:00,Energy,"ripple chairman chris larsen meets cambodia’s senate president hun sen to discuss solar exports and renewables. meanwhile, cambodia maintains its ban on bitcoin while approving stablecoins."
2025-01-01 18:35:07+00:00,Energy,"three main takeaways of russian gas transit halt via ukraine lng will have an even much more important role in european gas market. as suggested that eu could use us lng imports as bargain chip to avoid trump's tariffs, there're prospects for bullish outlook"
2025-01-01 19:00:09+00:00,Energy,happy newyear from the iowa solar trade association!
2025-01-01 19:36:39+00:00,Energy,"the halt of russian gas exports via ukraine won’t trigger an energy crisis in europe. while ukraine loses $800 million in transit fees, austria and slovakia face gas supply challenges. however, europe is well-prepared to handle the situation. oott"
2025-01-01 20:22:07+00:00,Energy,"the balabac mouse deer is a timid and tiny deer one of the smallest in the . they are endangered and may be extinct in malaysia due to palmoil deforestation, the pet trade and poaching. support them! boycottpalmoil boycott4wildlife"
2025-01-01 21:44:37+00:00,Energy,trump effect: eu chief suggests replacing russian gas with american via
2025-01-01 22:00:01+00:00,Energy,the market mastery duo of and are ultra-bullish on $aehr $rivn $tsla $fslr $pltr
2025-01-01 22:36:24+00:00,Energy,"breaking: zelenskyy urges u.s. to boost gas supplies to europe as ukraine halts russian gas flow after decades of dependency, russian gas exports through ukraine have been halted, marking a significant shift in european energy dynamics. ukrainian president volodymyr zelenskyy has called on the united states to step up and supply more gas to europe, filling the void left by russia. this decision comes amid escalating tensions, further severing europe’s reliance on russian energy. the u.s. now faces pressure to support its allies with increased gas exports as europe scrambles to secure alternative sources. stay tuned for updates as this energy crisis unfolds. breakingnews ukraine russia energycrisis zelenskyy usgas europeanenergy"
2025-01-02 11:11:38+00:00,Energy,"headlinesat4 * dalalstreet: sensex, nifty gain 2% in trade; rupee ends at record low * neworleans truck attack: fbi probes 'terrorism' links * tesla cybertruck explodes outside trump hotel in vegas * israel bombs gaza: 11 killed * we need concrete proof: andhra cm on adani charges * fy24 auto pli status check mahindraandmahindra, tamo to receive ₹246 cr * dallewal's fast enters day 38; top court pulls up punjab govt * 2024 was india's hottest year in 123-yr forecasting history"
2025-01-02 11:24:24+00:00,Energy,"russian natural gas exports via ukraine to multiple european countries have been halted after ukraine refused to renew a transit deal that expired on new year's day. unlike in 2022, the widely expected stoppage will not impact prices for consumers in the european union. norway, the usa, and qatar will replace russian gas. ukraine russian gas europe cnbctv18digital"
2025-01-02 11:30:03+00:00,Energy,"trade between neighbours fosters peace. cutting off russian gas and building a new iron curtain may boost the arms industry and us lng exports, but it bodes badly for europe’s industrial and economic health, and for peace on the european continent."
2025-01-02 11:58:50+00:00,Energy,is it just me who's feeling the good solar vibes today?
2025-01-02 12:24:52+00:00,Energy,"start your 2025 the right way, start it with no need to pay gas fees to trade. reya's fees are predictible with rusd. that means stability and no ""fees jumps"" because no eth needed to pay. reya provides the ability to use conditional orders, which allow traders to set stops, take profit orders, and limit orders. these tools operate at an impressive speed that is close to the level of cexes. thanks to this, traders can react quickly to market changes, minimizing risks and optimizing profits, even in conditions of high volatility. so you don't need to gipnotize charts and sit 24/7 looking at your screen. join reya now -"
2025-01-02 13:32:37+00:00,Energy,"gas transit through made up 5% of imports in 2024 and is now over. but this was expected, unlike the shutdown of nordstream in summer 2022 (15% of imports then). gas prices are up on an annual basis and at the highest level in two years, but far below the 2022 spike."
2025-01-02 13:36:06+00:00,Energy,"oil making 3 month highs, oh my!"
2025-01-02 14:20:21+00:00,Energy,"another bullish sign in energy, like the last one found by small speculators are short natural gas for the first time since nov 2001, just as natural gas is breaking out. nov 2001: natural gas bottomed and rallied +200% over the next 1.5 years. oil gained +95%"
2025-01-02 14:29:50+00:00,Energy,"sanctioning shadow tankers may curb putin's fleet, but real impact requires targeting buyers, refiners exceeding price caps, and banks enabling the trade. that means sanctioning china, india and turkey. energy oott oilandgas wti crudeoil fintwit opec commodities commoditiesmarket"
2025-01-02 14:58:06+00:00,Energy,"this cost breakdown compares my old combi gas boiler with our new heat pump. please excuse the 1990s-style graphics. with smart tariffs like intelligent go, alongside battery storage, our heat pump costs less than half our old combi boiler did to heat our home"
2025-01-02 15:10:56+00:00,Energy,rev your engines fam here’s what’s up for grabs in our trading comp with : $250 in $lambow 25 silver tier memberships how to join? download ethos sign up with “lambow” trade $lambow bonus: no gas fees. just pure trading focus. the race is on
2025-01-02 15:30:02+00:00,Energy,"late pm volatility in tsla, followed by a clean sell off, after the open. great trade to start the year with!"
2025-01-02 15:30:12+00:00,Energy,"view: facing trump tariffs, bc must approve the prgt gas pipeline (which will feed the nisga’a nation’s ksilisimslng project): bcpoli fnpoli cdnpoli"
2025-01-02 15:38:50+00:00,Energy,is the trump-musk alliance doomed like the hitler-stalin pact to shatter after a truncated shelf life? on trump’s chopping block is the $7500 electric vehicle tax credit which enriches musk and trade sanctions against china where more than 50% of teslas are made. bet on divorce.
2025-01-02 16:13:01+00:00,Energy,a new report from makes one thing clear– lng exports pose serious danger to our lives and environment. join us in demanding that stoplng.
2025-01-02 16:15:22+00:00,Energy,"$2.7b in 24hr gas fees are critical during periods of high trade volume as transaction activity surges, the ability to optimize gas usage becomes not just important — but essential for maintaining network stability and reducing costs for users gas is the backbone of blockchain commerce. + gas efficiency doesn’t just save money; it drives adoption and unlock the true potential of decentralized systems at scale"
2025-01-02 16:17:04+00:00,Energy,"crude oil reaching highest level since oct on renewed optimism about demand following china's president xi comments & smaller us supplies. prices rise past aug poc now testing jul trendline. jul poc sitting at 73.96, corn finding support in crude's strength in early trade."
2025-01-02 16:18:06+00:00,Energy,"tesla missed its delivery numbers. how important is this? for the first time since its inception, tesla delivered less vehicles than the year before. and while it is certainly notable, it is also important to consider that tesla doesn't trade like a car company and certainly isn't valued as one. my take: the miss by about 10k from the whisper number and 20k to achieve y/y growth may lead to a short downward pressure after tesla's remarkable run in q4, but it doesn't change the thesis of the company and what its investors are in it for. 1. autonomy and fsd 2. ai, robotics and humanoid robotics 3. energy capture and innovation trading at around 5x higher (forward pe) than its mag 7 cohort and 8-12x higher than its automotive peers. tesla is a car company that isn't a car company. and this will likely lead to bigger swings with exponentially more upside. if you want safer exposure to ai or tech then i see the likes of google, nvidia, microsoft, meta, amazon, and apple as a safer play. but i don't think tesla investors are in it for safe. they are in it for the big wins. always have been. so, today's number means a little, but not much. the real question is whether elon can achieve the vision of autonomy, and humanoid robots? its investors clearly believe it can. and i tend to not bet against musk. maybe his timelines, but not the ultimate outcome. great to start off the year joining varney & co on to discuss tesla, big tech and more. $tsla $nvda $googl"
2025-01-02 16:18:36+00:00,Energy,europe has gone from relying entirely on cheap russian gas to relying entirely on expensive us lng… us foreign policy: more arms sales to ukraine = more lng exports.
2025-01-02 16:24:39+00:00,Energy,"it may feel like monday, but it is in fact tree trade ideas thursday! join us at 11am cst for a look at our best and worst trades in 2024, with some new trades in $tsla, $xle, and $msft:"
2025-01-02 16:31:04+00:00,Energy,"china plans to restrict exports of certain technology used to make battery components and process lithium and gallium, according to a draft revised technology list that is subject to export bans or restrictions."
2025-01-02 16:42:00+00:00,Energy,"russian gas exports via ukraine came to a halt on new year's day, after kyiv refused to renew a transit deal hailing it as ""russia's biggest defeat."" but some eu countries are scrambling to meet their energy needs."
2025-01-02 16:43:26+00:00,Energy,the argentina economic normalization trade is an underappreciated strategy going into 2025. what is a hidden benefactor of this? golar $glng. actively working to open up the shale gas boom to overseas markets. lnginvestor
2025-01-02 17:28:28+00:00,Energy,"first annoying tweet of the year from me: cancel culture died when rich democrats realized how much of a shit head elon is, yet they didn’t trade in their tesla. they learned to separate art from artist."
2025-01-02 17:33:10+00:00,Energy,"per : for the week ending 12/27, ethanol production crept higher and stocks sprang 2%. implied gasoline demand plummeted 9% and ethanol usage slid 7%. export volumes decreased, and no imports occurred."
2025-01-02 17:43:26+00:00,Energy,iran’s gas exports surge despite unmet domestic demand
2025-01-02 17:57:10+00:00,Energy,"help please! traded in my old plaid on 12/22 and has still not paid off my trade with my prior bank. any idea who can help me? my emails go unanswered and i am paying for two cars now, including one i no longer own."
2025-01-02 18:10:29+00:00,Energy,china plans to tighten export restrictions on certain technology used to make battery components and the processing of two crucial metals amid rising trade tensions globally
2025-01-02 18:23:38+00:00,Energy,"slovakia may cut aid to ukrainian refugees over russian gas transit halt, pm fico says. the announcement follows robert fico's earlier threats to cut off electricity exports to ukraine."
2025-01-02 18:27:58+00:00,Energy,"new gas business rules energy stakeholders concerns over proposed regulations lpg trade to require respective licenses categories include import, export, storage, refill stakeholders say proposed regulations could hike prices citizentonight"
2025-01-02 19:00:21+00:00,Energy,"carbon markets must link economic growth with climate action, enabling least developed countries to mobilize funds for renewable energy and sustainable development. outlines a roadmap to make these markets work for their development."
2025-01-02 19:45:01+00:00,Energy,"how much olive oil did the romans consume? by focusing on the amphora production centre of hispania baetica (), dr gonzález tobar was able to measure fluctuations in the roman economy just by tracking olive oil exports! from 2023"
2025-01-02 20:05:25+00:00,Energy,"south africa does not block agricultural products from the broader africa. they can sell the stuff here if they can provide competitive prices and comply with the standards. sa imports us$6 billion of agric products yearly - mainly rice, wheat, poultry, palm oil and whiskey."
2025-01-02 20:21:21+00:00,Energy,lord guide me through the risk i'm about to take at $tsla $360
2025-01-02 20:22:07+00:00,Energy,"despite being the largest tortoise in asia, asian giant tortoises are extinct in singapore and critically endangered in indonesia malaysia thailand due to palmoil deforestation and the pet trade. boycottpalmoil boycott4wildlife"
2025-01-02 21:11:09+00:00,Energy,"just finished a couple of interviews with local media. did you know that once the carbon tax is dumped and the loonie reflect more o&g exports under a new govt, gasprices and dieselprices will fall 20-30 cents a litre imagine paying $1.20 a litre or less in ontario"
2025-01-02 21:30:13+00:00,Energy,"the canada energy regulator is updating its regulatory framework for exports and imports of oil, gas, and electricity. a public-comment period is open until jan. 28:"
2025-01-02 23:22:20+00:00,Energy,"gas industry lobbyists saying they need to frack/ drill so australians have more gas are lying. 80% of australia’s gas is exported. if they drill more gas, it just means they can export more gas. the only way to stop gas shortages and keep prices down is to curtail exports."
2025-01-02 23:46:17+00:00,Energy,"remember when the found the 9/11 hijackers passport in the world trade center rubble, after they told us that all four, 6,500 lbs. titanium jet engines with a melting point of 3,034•f got incinerated because the heat was so hot? look what they found inside the tesla. the same tesla that had a bomb detonate inside and the man’s body was so charred it was unrecognizable. the brilliant minds at the fbi have recovered the terrorist passport from inside the tesla."
2025-01-03 09:36:53+00:00,Energy,"yesterday wind produced 36.0% of gb electricity, more than gas 25.7%, nuclear 15.7%, imports 13.6%, biomass 6.0%, solar 2.6%, hydro 0.3%, *excl. non-renewable distributed generation"
2025-01-03 10:50:42+00:00,Energy,"7th edition of renewable energy expo 2025, held from 13th, 14th & 15th february 2025 at chennai trade centre, nandambakkam, chennai, india. book your space here"
2025-01-03 12:06:15+00:00,Energy,"russia becomes second-largest gas exporter to the eu in 2024 russia increased gas exports to the european union to 54.45 billion cubic meters in 2024, which allowed the country to overtake the united states, a sputnik analysis of bruegel data showed."
2025-01-03 12:18:30+00:00,Energy,even with a tariff tsla is going to get smoked here…
2025-01-03 13:35:00+00:00,Energy,"trading without eth for gas? yes, it's possible! with kromatika's gasless swaps, you can trade without holding $eth for gas fees. simply pay the fees from your output tokens - just like on cex. example: swap usdc → krom, pay fees in krom. simple. efficient. kromatika."
2025-01-03 14:00:07+00:00,Energy,revised weather outlooks that erased several heating degree days from bitterly cold forecasts winded february natural gas futures in early friday trade while the market awaited the latest storage data for evidence of the cold.
2025-01-03 14:03:12+00:00,Energy,"u.s. lng exports reached near record levels in december, rising to 8.5 million metric tonnes. 69% of the superchilled fuel went to europe."
2025-01-03 14:11:41+00:00,Energy,"this “exports to markets in europe and elsewhere from its shanghai gigafactory were down 24%” and that “canaccord genuity analyst george gianarikas, who raised his price target on tesla stock by $106 to $404 a share” $tsla"
2025-01-03 14:30:11+00:00,Energy,"have you thought about becoming a cabbie? well, a new report suggests that there's a reduced alzheimer's risk for drivers in the trade when compared to other professions – with frequent spatial processing and ongoing navigational tasks as part of the job offering some form of protection against the condition! find out more through this article from : see how you can become a cabbie here:"
2025-01-03 15:16:34+00:00,Energy,"taiwan maintains solar fits to support pv deployment: taiwan’s ministry of economic affairs (moea) says its feed-in tariff (fit) for pv systems up to 10 kw in size will be maintained at twd 5.7055 ($0.17)/kwh,… renewableenergy photovoltaic technology"
2025-01-03 15:40:19+00:00,Energy,"daan struyven, head of oil research at goldman sachs, says the firm likes gold as a hedge against the risks to the us economic outlook from tariffs and sovereign debt sustainability issues"
2025-01-03 15:40:28+00:00,Energy,"china still plays a central role in the tesla world. • china share of tesla 2024 global sales: 37% • china share of tesla 2024 global production: 51% significant: tesla exports from china declined in 2024, a sign that tesla is gradually de-risking, too. full story in the reply."
2025-01-03 16:30:15+00:00,Energy,"canadian propane and lpg exports to asia are expected to grow in 2025, as natural-gas producers ramp up drilling ahead of lngcanada’s start up:"
2025-01-03 16:40:44+00:00,Energy,"wait. slow down. start from the beginning. first the earth cooled. and then the dinosaurs came, but they got too big and fat, so they all died and they turned into oil. okay, now talk about tariffs."
2025-01-03 16:48:43+00:00,Energy,"it should not be forgotten that in the same presser where riley called out jimmy , he called out the most trade rumored, maligned by fans, member of the heat in herro. herro answered that with the best year of his career, that's what i (incorrectly) thought would happen w/butler."
2025-01-03 17:00:12+00:00,Energy,"slovakia remains committed to maintaining its energy support for ukraine despite slovak pm robert fico’s threats to cut electricity exports to ukraine over halted russian gas transit, the country will continue its energy flow to kyiv"
2025-01-03 17:04:53+00:00,Energy,"reuters- venezuela's oil exports rose 10.5% to some 772,000 bpd last year despite political instability and changes to the us sanctions regime on the country, as pdvsa's partners took more cargoes under washington-granted licenses"
2025-01-03 17:32:22+00:00,Energy,"trade recap of the day: $qqq 517c 01/03 @.64 for a gain of 143% why did i take this trade? - first of all, my bias from the open was bullish as $nvda was absolutely rocketing right at open. $tsla also saw some nice strength, as some other large caps did too. - my second, and main reasoning for entering the trade was the beautiful bounce from the premarket low ($513.54). as you can see on the chart below, right before my entry, there was a huge red candle which test below this level and bounced right back up. - after that red candle formed, i waited for the retest and bounce to confirm my upside bias, and when we retested (see the candle on my entry in the chart below), i entered the play. - my main target was the $516.60 level, as this was a major level we kept rejecting since yesterday (also see the circles on my chart below). this was a brief explanation of why i entered this trade! like and comment if i should do more of these"
2025-01-03 17:41:37+00:00,Energy,"""us gas producers have long prepared for the ramp up in lng feedgas demand, which is starting and picking up pace in 2025, but what is also true is that data center- and ai-related demand is coming at the same time,"" says cgep researcher ."
2025-01-03 17:57:00+00:00,Energy,$tsla 400c 0dte is a good lotto trade imo
2025-01-03 18:25:44+00:00,Energy,"ok the most logical trade i have come up with for butler, if the heat have to move him: to miami: wiggins, cam johnson to brooklyn: kuminga, payton ii, looney to golden state: butler"
2025-01-03 18:34:34+00:00,Energy,regarding the b pivot clip in oil at 74.15 guess what popped up here. massive dark pool in $oil futures right at our b pivot which we had this pivot since late october of last year to get clipped. finally clipped. institutions trade where the best traders community trade! view video below. beautiful trade beautiful gains. to the tick how we like them.
2025-01-03 19:27:57+00:00,Energy,breaking: krg pm masrour barzani and us assistant secretary for energy resources geoffrey pyatt spoke on the phone about resuming kurdistan region's oil exports - krg statement
2025-01-03 19:30:15+00:00,Energy,"world lng news • bp starts moving gas from offshore west africa, for lng exports: • oman seeks talks for latest lng project: • lng the cheapest way for ships to comply with europe’s carbon rules:"
2025-01-03 19:30:22+00:00,Energy,"oilpatch wary as ottawa, provinces threaten energy exports in retaliation over trump tariffs"
2025-01-03 19:40:14+00:00,Energy,"as the u.s. and the world are in urgent need of energy, venezuela’s oil exports rose by 10.5% in 2024. despite our country’s political turmoil, venezuela’s exports to the u.s. rose by 64%. venezuela’s total oil production increased by 17%."
2025-01-03 19:48:35+00:00,Energy,"on this episode of deeptech315, and i discuss $tsla's recent delivery numbers, explore the political alignments of tech executives like elon musk and mark zuckerberg, and explore the ai trade and its potential to drive market growth in the coming years."
2025-01-03 20:11:10+00:00,Energy,this will be instructive. end all ev mandates and carry on. china to choke west’s supply of electric car battery parts
2025-01-03 20:12:22+00:00,Energy,kurdistan region prime minister masrour barzani and us assistant secretary of state geoffrey pyatt held a phone call to discuss strengthening ties and the urgent need to resume oil exports from the kurdistan region. both emphasized resolving outstanding issues to mitigate the economic impact on iraq and highlighted the kurdistan region’s vital role in advancing iraq’s sovereignty and energy independence - statement : krg
2025-01-03 20:19:18+00:00,Energy,"now you see who is pulling strings! warpspeed baby! ""kurdistan region prime minister masrour barzani and us assistant secretary of state geoffrey pyatt held a phone call to discuss strengthening ties and the urgent need to resume oil exports from the kurdistan region. both emphasized resolving outstanding issues to mitigate the economic impact on iraq and highlighted the kurdistan region’s vital role in advancing iraq’s sovereignty and energy independence - statement""."
2025-01-03 20:51:59+00:00,Energy,"break down better understanding of my last post. diplomatic relations: this call signifies ongoing diplomatic efforts between the us and the kurdistan region of iraq. economic interests: the discussion about resuming oil exports from the kurdistan region touches on economic interests. oil exports are a major source of revenue for the region and iraq as a whole. the us likely has an interest in stabilizing and supporting iraq's economy, especially in the context of global oil markets. regional stability: for iraq, this engagement could mean support in resolving internal issues, particularly those related to oil exports which have been a point of contention between the central government in baghdad and the kurdistan regional government (krg). resolving these issues could lead to more stability within iraq. us foreign policy: for the us, this engagement fits into broader foreign policy objectives in the middle east, which include supporting allies, promoting stability, and ensuring the flow of oil, which affects global markets and us energy security. political implications: the conversation about ""mitigating the show"" might refer to addressing political or public relations strategies, possibly in the context of international perceptions or internal political dynamics within iraq. future collaborations: such diplomatic calls often pave the way for future collaborations, whether in security, economic development, or political support against common adversaries or for mutual benefits. this call is about the importance of dialogue in addressing mutual concerns, particularly in the economic and political spheres, aiming for outcomes that benefit both countries. nothing can stop what's to come!"
2025-01-03 21:16:20+00:00,Energy,china mulls blocking exports of ev battery tech
2025-01-03 23:04:52+00:00,Energy,"trade risk's latest stock market weekly episode is out • topping pattern brewing • treasury yields won't budge • a look at the mag 7 giants • strong start to oil, energy, & bitcoin have a great weekend! $spy $qqq $iwm $uso $ibit stockmarket swingtrading"
2025-01-03 23:07:39+00:00,Energy,"+18 the only person who survived the isis massacre, to which the turkish state sent truckloads of weapons and conducted oil trade: defendrojava kurdsonalert"
2025-01-03 23:11:05+00:00,Energy,"$lipo post rs ticker , hasn't moved yet insiders loading $asns $jfbr $ablt $zbao $gxai $lev $soun $smx $gme $amc $svmh $zjk $sfhg $oris $radx $pghl $zspc $upc $serv $tsla $psqh $bbai $jyd $elws $sbet $btc $xrp $mrm $zeo $wksp $smci $thar $lpa $hsdt $kitt $lghl $tgl"
2025-01-03 23:12:55+00:00,Energy,$lipo post rs ticker hasn't had a move yet insiders loading $acon $nukk $tsla $ptpi $bbai $jyd $buru $nvda $smci $duo $mspr $kitt $grrr $rzlv $ai $gme $wkey $xrp $mtc $uoka $pali $laes $crnc $nktx $ubxg $tnxp $rime $optx $husa $illr $avgr $crev $hour $xrp $nci $crkn $nito
2025-01-03 23:32:06+00:00,Energy,"""if china was to invade taiwan, i believe it would set off a global catastrophe,"" says dennis unkovic of he also shares his thoughts as beijing proposes a limit on exports of ev technology and adds 28 companies to its export list."
2025-01-03 23:44:10+00:00,Energy,i am once again begging american commentators to learn the basics of canada before trying to comment. the graph does not indicate that the divergence happened when trudeau too over not was about one year prior when the oil price collapsed. /1
2025-01-03 23:49:38+00:00,Energy,"today, ceo joined and on power lunch to talk about the future of natural gas explaining, ""lng exports does not have a correlation to rising energy prices for americans."""
2025-01-04 00:15:18+00:00,Energy,"“china has more than 5,500 oceangoing merchant vessels in international trade while the us has 80.” “it’s a major problem for us, especially if we wound up in a conflict or we wind up in a situation where china decides for whatever reason that they want to, you know, stop our economy and put brakes on it in a big way. they have the ability to do that.” not long ago, america led the world in sea freight. at the end of world war ii, the us commercial marine fleet accounted for about half of the world’s cargo-shipping capacity. an american entrepreneur in the 1950s pioneered the shipping container, which revolutionized international commerce. us navy today expends vast resources from the red sea to the south china sea defending the freedom of navigation, but few ships being protected fly the american flag. us commercial ships today account for less than 1% of the world fleet. us ports are racked by strikes and battles over the type of automation that has supercharged expansion of container terminals across the globe. the navy struggles to find commercial vessels to support its far-flung operations. china, meanwhile, dominates both shipping and shipbuilding. beijing heavily subsidizes its maritime sector, in turn boosting the efficiency of its breakneck naval shipbuilding campaign."
2025-01-04 00:57:30+00:00,Energy,breaking: tesla now accepts dogecoin for charging station payments.
2025-01-04 04:06:50+00:00,Energy,nvidia’s “jetson thor” to compete with tesla’s “optimus” robots? $nvda $tsla
2025-01-04 04:33:39+00:00,Energy,new: you can now use $doge to pay at charging stations dogecoin is still the only digital asset accepted by tesla for certain goods & services
2025-01-04 06:01:35+00:00,Energy,"u27 natural gas imports from by yamal () ended in week 21 of 2022, u27 natural gas imports from by ended january 2025. what's left? eu27 natural gas import from by turkstream () & by vessels, russia lng that is still too much gas being imported by eu27. >>>"
2025-01-04 07:03:59+00:00,Energy,"𝗔𝗱𝘃𝗮𝗻𝘁𝗮𝗴𝗲 𝗗𝗮𝗹𝗶𝗻, 𝗳𝗿𝘂𝘀𝘁𝗿𝗮𝘁𝗶𝗼𝗻 𝗶𝗻 𝘁𝗵𝗲 𝗳𝗹𝗲𝗲𝘁, 𝗟𝗲 𝗖𝗮𝗺'𝘀 𝘀𝗲𝘃𝗲𝗻𝘁𝗵 𝗛𝗼𝗿𝗻 as they climb due north towards the equator, 700 or so miles ahead, in the southeasterly trade wind which is gradually building in strength it is very much advantage charlie dalin. the skipper of macif santé prévoyance is going faster than his persistent rival yoann richomme and his margin this morning is out to a significant 120 miles. read the news ▸"
2025-01-04 08:00:00+00:00,Energy,"report: the eu now solely relies on turkish pipelines for all russian gas imports, after the closure of ukrainian pipelines."
2025-01-04 08:09:42+00:00,Energy,"have you ever heard of king jaja of opobo? as a youngen, he was kidnapped, sold into slavery but earned his way out of slavery after serving his masters for many many years. upon his masters death, he took over the trade and by the 1870s he was selling 8k tons of palm oil directly to the british. the lesson to take here is regardless of ones circumstances, regardless of ones ""upbringing"", you can make it, you just have to try. $rnt"
2025-01-04 09:04:33+00:00,Energy,"on russian telegram today: russia warned of the end of the oil and gas economic model hydrocarbon exports and foreign exchange earnings will decline, which calls into question the viability of the current economic model, according to a report by the analytical center cmacs 1/2"
2025-01-04 09:36:57+00:00,Energy,"on friday gas produced 32.7% of gb electricity, more than wind 32.3%, nuclear 14.6%, imports 11.5%, biomass 6.2%, solar 2.4%, hydro 0.3%, *excl. non-renewable distributed generation"
